Category,Feature,URL,Description,Status (Azure),Risk Assessment (Human),Risk Assessment (AI),Source,Last Checked
Security & compliance,Compliance Security Profile,https://learn.microsoft.com/en-gb/azure/databricks/security/privacy/security-profile,"This page describes the compliance security profile, its compliance controls, and supported features. To enable the compliance security profile, see Configure enhanced security and compliance settings.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Security & compliance,Secret management,https://learn.microsoft.com/en-gb/azure/databricks/security/secrets/secrets-spark-conf-env-var,This article provides details about how to reference a secret in a Spark configuration property or environment variable. Retrieved secrets are redacted from notebook output and Spark driver and executor logs.,PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Security & compliance,Enforce IP access list on Compute Plane Requests,https://community.databricks.com/t5/product-platform-updates/action-required-azure-update-outbound-connectivity-for-classic/ba-p/70060,"Enable the enforcement of IP access list on certified requests from compute plane to access your workspaces. When this preview is off, Databricks allows certified requests from the compute plane to access your workspace regardless of the workspace IP access list.",Unknown,-,-,Workspace,2026-03-07
Sign up for Databricks,Free Edition,https://learn.microsoft.com/en-gb/azure/databricks/getting-started/ce-migration,"With the release of Databricks Free Edition, Community Edition (CE) will soon be retired. Community Edition workspace owners should use the workspace migration tool to migrate to Free Edition as soon as possible. For a feature comparison between Community Edition and Free Edition, see Feature comparison.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Tables,DeltaTableBuilder API,https://learn.microsoft.com/en-gb/azure/databricks/delta/tutorial,"This tutorial demonstrates common Delta table operations using sample data. Delta Lake is the optimized storage layer that provides the foundation for tables on Databricks. Unless otherwise specified, all tables on Databricks are Delta tables.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Tables,Generated columns,https://learn.microsoft.com/en-gb/azure/databricks/delta/generated-columns,"Delta Lake supports generated columns which are a special type of column whose values are automatically generated based on a user-specified function over other columns in the Delta table. When you write to a table with generated columns and you do not explicitly provide values for them, Delta Lake automatically computes the values. For example, you can automatically generate a date column (for partitioning the table by date) from the timestamp column; any writes into the table need only specify",PUBLIC_PREVIEW,-,-,Docs,2026-03-10
Tables,Identity columns,https://learn.microsoft.com/en-gb/azure/databricks/delta/generated-columns,"Delta Lake supports generated columns which are a special type of column whose values are automatically generated based on a user-specified function over other columns in the Delta table. When you write to a table with generated columns and you do not explicitly provide values for them, Delta Lake automatically computes the values. For example, you can automatically generate a date column (for partitioning the table by date) from the timestamp column; any writes into the table need only specify",PUBLIC_PREVIEW,-,-,Docs,2026-03-10
Tables,Table types,https://learn.microsoft.com/en-gb/azure/databricks/tables/convert-foreign-external,"This feature is in Public Preview and is only available to participating customers at this time. To participate in the preview, apply by filling out this form. This feature only supports converting foreign tables federated using HMS and Glue Federation.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Tables,Iceberg V3,https://learn.microsoft.com/en-gb/azure/databricks/iceberg/iceberg-v3,"Iceberg V3 adds performance and feature capabilities to Delta UniForm and Managed Iceberg tables. These features include deletion vectors for efficient row-level deletes, row lineage for incremental processing, and the Variant data type for semi-structured data.",BETA,-,-,Workspace,2026-03-07
Tables,Variant Shredding for Optimized Read Performance on Semi-Structured Data,https://learn.microsoft.com/en-us/azure/databricks/delta/variant-shredding,"Variant shredding extracts commonly occurring fields in semi-structured data into separate columns during writes. This significantly improves read performance, but incurs some overhead on writes. Variant shredding is supported in DBR 17.2 and above.",BETA,-,-,Workspace,2026-03-07
Tables,Automatic liquid clustering,https://learn.microsoft.com/en-gb/azure/databricks/delta/clustering,Liquid clustering is a data layout optimization technique that replaces table partitioning and ZORDER. It simplifies table management and optimizes query performance by automatically organizing data based on clustering keys.,GA,-,-,Docs,2026-03-07
Tables,Liquid clustering for Delta Lake tables,https://learn.microsoft.com/en-gb/azure/databricks/delta/clustering,Liquid clustering is a data layout optimization technique that replaces table partitioning and ZORDER. It simplifies table management and optimizes query performance by automatically organizing data based on clustering keys.,GA,-,-,Docs,2026-03-07
Tables,Manual assignment per table,https://learn.microsoft.com/en-gb/azure/databricks/data-governance/unity-catalog/filters-and-masks/,This page provides guidance for using row filters and column masks to filter sensitive data in your tables.,GA,-,-,Docs,2026-03-07
Tables,row-level concurrency,https://learn.microsoft.com/en-gb/azure/databricks/optimizations/isolation-level,The isolation level of a table defines the degree to which a transaction must be isolated from modifications made by concurrent operations. Write conflicts on Azure Databricks depend on the isolation level.,GA,-,-,Docs,2026-03-07
Tables,write conflicts,https://learn.microsoft.com/en-gb/azure/databricks/optimizations/isolation-level,The isolation level of a table defines the degree to which a transaction must be isolated from modifications made by concurrent operations. Write conflicts on Azure Databricks depend on the isolation level.,GA,-,-,Docs,2026-03-07
Technology partners,BI and visualization,https://learn.microsoft.com/en-gb/azure/databricks/integrations/google-sheets,"To connect your Azure Databricks workspace to a BI and visualization partner solution using Partner Connect, you typically follow the steps in this article.",PUBLIC_PREVIEW,-,-,Docs,2026-03-09
Technology partners,Machine-to-machine (M2M) authentication for dbt Core,https://learn.microsoft.com/en-gb/azure/databricks/integrations/configure-oauth-dbt,"This page describes how to configure Azure Databricks sign-on from dbt Core with Microsoft Entra ID. After you complete this one-time configuration as an Azure Databricks account admin, users can connect Azure Databricks to dbt Core using single sign-on (SSO).",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Technology partners,Qlik Replicate Integration,https://learn.microsoft.com/en-gb/azure/databricks/partners/ingestion/qlik,"Qlik Replicate helps you pull data from multiple data sources (Oracle, Microsoft SQL Server, SAP, mainframe and more) into Delta Lake. Replicate's automated change data capture (CDC) helps you avoid the heavy lifting of manually extracting data, transferring using an API script, chopping, staging, and importing. Qlik Compose automates the CDC into Delta Lake.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Technology partners,User-to-machine (U2M) authentication for dbt Core,https://learn.microsoft.com/en-gb/azure/databricks/integrations/configure-oauth-dbt,"This page describes how to configure Azure Databricks sign-on from dbt Core with Microsoft Entra ID. After you complete this one-time configuration as an Azure Databricks account admin, users can connect Azure Databricks to dbt Core using single sign-on (SSO).",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Workspace UI,AI/BI dashboard AI-assisted visualizations and companion Genie spaces,https://learn.microsoft.com/en-gb/azure/databricks/databricks-ai/partner-powered,"The partner-powered AI features setting controls whether some features are powered by models hosted by a partner provider. By default, this setting is enabled for all workspaces that do not have a compliance security profile (CSP) enabled. For CSP workspaces, this setting is disabled by default.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Workspace UI,Introduction to workspace objects,https://learn.microsoft.com/en-gb/azure/databricks/workspace/workspace-assets,"This article provides a high-level introduction to Azure Databricks workspace objects. You can create, view, and organize workspace objects in the workspace browser across personas.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Workspace UI,Navigate the workspace,https://learn.microsoft.com/en-gb/azure/databricks/workspace/navigate-workspace,"Learn how to navigate the Lakehouse workspace UI and find the features you need. This article explains the core concepts of the Azure Databricks workspace UI, an environment for authoring and accessing all of your Azure Databricks objects.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Workspace UI,Search for workspace objects,https://learn.microsoft.com/en-gb/azure/databricks/search/,"This article describes how to search for tables, volumes, notebooks, queries, dashboards, alerts, files, folders, libraries, jobs, repos, partners, and Marketplace listings in your Azure Databricks workspace.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Workspace UI,Tagging support for workspace scoped assets,,Enable tags for new workspace scoped assets including lakeview dashboards and genie spaces. Users with edit level or above permissions can add and modify tags on the asset,PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Workspace UI,Tree view of the side panel file browser,https://learn.microsoft.com/en-us/azure/databricks/workspace/workspace-browser#tree-view-of-the-workspace-browser-side-panel-public-preview,"The file browser in the editor’s side panel now supports a tree view, allowing you to expand multiple folders at once and quickly navigate between files across directories without backtracking.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-08
Apache Spark,Real-time Streaming Processing,https://learn.microsoft.com/en-gb/azure/databricks/structured-streaming/real-time,"Real-time mode is a trigger type for Structured Streaming that enables ultra-low latency data processing with end-to-end latency as low as five milliseconds. Use real-time mode for operational workloads that require immediate response to streaming data, such as fraud detection, real-time personalization, and instant decision-making systems.",PUBLIC_PREVIEW,-,-,Docs,2026-03-08
Architecture,Lakehouse Performance Best Practices,https://learn.microsoft.com/en-gb/azure/databricks/lakehouse-architecture/performance-efficiency/best-practices,"This article covers best practices for performance efficiency, organized by architectural principles listed in the following sections.",PUBLIC_PREVIEW,-,-,Docs,2026-03-07
Uncategorized,Enable Extended Models (Qwen),https://docs.databricks.com/aws/en/machine-learning/foundation-model-apis/supported-models#qwen3-next-instruct,"This preview enables an extended family of models, specifically Qwen, in model serving.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-08
Uncategorized,Enhanced Python UDFs in Unity Catalog,https://docs.databricks.com/en/udf,"Added support for custom dependencies from PyPI in UC Python UDFs (Databricks Runtime 16.2 and above), UC service credentials and batched execution (both Databricks Runtime 16.3 and above) to Python UDFs in Unity Catalog. Available on SQL warehouses (Pro and Serverless), Serverless Jobs and Notebooks and UC-enabled clusters. To leverage UC Python UDF environments on Serverless SQL, ""Enable networking for UDFs in Serverless SQL Warehouses"" must be enabled as well. Enabling this preview on Serverless Warehouses, jobs and notebooks takes up to 24 hours. This preview also enables Databricks Connect Python UDF dependencies (Databricks Runtime 16.4 and above), see the docs here: https://docs.databricks.com/aws/en/dev-tools/databricks-connect/python/udf",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Uncategorized,Models in Unity Catalog: Deployment Jobs,https://learn.microsoft.com/en-us/azure/databricks/mlflow/deployment-job,"Deployment jobs allow you to manage the model lifecycle by automating tasks like evaluation, approval, and deployment whenever a new model version is created, integrating seamlessly with Unity Catalog models and Databricks Jobs. These jobs simplify the setup of model deployment pipelines, incorporate human-in-the-loop approvals, and provide governed workflows with clear visibility into progress and historical context for each model version.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Uncategorized,Sample Data Exploration with Assistant,https://learn.microsoft.com/en-us/azure/databricks/discover/database-objects#natural-language,"Generate queries in the sample data page using natural language. Describe what you want to see, and the AI creates SQL queries you can run directly or open in the editor.",PUBLIC_PREVIEW,-,-,Workspace,2026-03-07
Uncategorized,dbt platform task,https://learn.microsoft.com/en-us/azure/databricks/jobs/dbt-platform,The dbt platform task lets you run your dbt platform jobs as part of existing databricks workflows,BETA,-,-,Workspace,2026-03-07
Uncategorized,Discover Page,https://learn.microsoft.com/en-us/azure/databricks/discover/discover-page,"Enables the Discover Page in the left nav and the search empty state for this workspace. The Discover Page is a curated, user-friendly interface that helps users find and understand their organizations most important UC and workspace assets.",BETA,-,-,Workspace,2026-03-08
Uncategorized,Expiring service principal access token notifications,,"Enable automatic email notifications for service principal owned expiring personal access tokens. When enabled, this feature proactively monitors service principal access tokens in your workspace and sends email notifications to workspace admins before their tokens expire, helping prevent service disruptions and authentication failures.",BETA,-,-,Workspace,2026-03-08
Uncategorized,Git CLI support for Git folders,https://learn.microsoft.com/en-us/azure/databricks/repos/git-operations-with-repos#use-git-cli-commands-beta,"You can now run Git CLI commands against Git folders in the Web Terminal and from notebooks. Previously, there was only support for Git operations via the UI.",BETA,-,-,Workspace,2026-03-07
Uncategorized,Microsoft OneLake Federation,https://learn.microsoft.com/en-us/azure/databricks/query-federation/onelake,Query data directly from Azure OneLake storage using Unity Catalog federation,BETA,-,-,Workspace,2026-03-08
Uncategorized,Warehouse Activity Details,https://learn.microsoft.com/azure/databricks/compute/sql-warehouse/monitor#metrics,"Provides deeper visibility into SQL Warehouse usage by showing why a warehouse is running even when no queries are visible. The SQL Warehouse monitoring UI includes an activity details view in the running clusters chart, showing query execution and client-driven activity, such as open sessions or query fetching.",BETA,-,-,Workspace,2026-03-07
Uncategorized,Lakebase Postgres,https://learn.microsoft.com/en-us/azure/databricks/oltp,"A new Postgres compute type built for low-latency reads and writes. Autoscaling offers autoscaling compute, branching, instance restore, and more, while Provisioned provides high availability (HA) and integration with Databricks Apps.",GA,-,-,Workspace,2026-03-08
